cliente_id,idade,profissao,estado_civil,escolaridade,possui_inadimplencia,saldo_conta,possui_financiamento_imovel,possui_emprestimo_pessoal,tipo_contato,dia_contato,mes_contato,duracao_contato_seg,qtd_contatos_campanha,dias_desde_ultimo_contato,contatos_campanha_anterior,resultado_campanha_anterior,aderiu_produto
3992,31,admin.,single,secondary,0,5527,1,0,nao_informado,21,may,132,1,-1,0,nao_informado,0
3993,41,admin.,married,tertiary,0,1287,0,0,nao_informado,16,jun,286,1,-1,0,nao_informado,0
3994,44,management,married,tertiary,0,17361,0,0,nao_informado,18,jun,476,1,-1,0,nao_informado,0
3995,54,entrepreneur,married,nao_informado,0,1956,0,0,cellular,19,nov,221,5,-1,0,nao_informado,0
3996,37,blue-collar,divorced,secondary,0,0,1,0,cellular,21,apr,146,4,-1,0,nao_informado,1
3997,34,management,married,secondary,0,-294,1,0,nao_informado,27,may,532,2,-1,0,nao_informado,0
3998,43,technician,married,secondary,0,275,0,0,cellular,25,aug,69,6,-1,0,nao_informado,0
3999,44,management,married,tertiary,0,724,1,0,cellular,17,nov,157,2,172,1,failure,0
4000,44,services,married,secondary,0,27,0,0,cellular,25,may,485,1,-1,0,nao_informado,0
4001,53,admin.,divorced,secondary,0,26,1,0,cellular,7,may,56,1,359,1,failure,0
4002,36,technician,married,secondary,0,191,0,0,cellular,31,aug,69,1,-1,0,nao_informado,0
4003,58,technician,divorced,secondary,0,-123,0,0,cellular,5,aug,131,2,-1,0,nao_informado,0
4004,26,student,single,secondary,0,-147,0,0,nao_informado,4,jun,95,2,-1,0,nao_informado,0
4005,34,technician,single,secondary,0,179,0,0,cellular,19,aug,294,3,-1,0,nao_informado,0
4006,55,blue-collar,married,primary,0,1086,1,0,cellular,6,may,146,1,272,2,failure,0
4007,55,blue-collar,married,secondary,0,471,1,0,nao_informado,30,may,58,2,-1,0,nao_informado,0
4008,34,entrepreneur,married,tertiary,0,105,1,0,nao_informado,28,may,249,2,-1,0,nao_informado,0
4009,41,entrepreneur,divorced,secondary,0,1588,1,1,nao_informado,20,jun,10,8,-1,0,nao_informado,0
4010,38,housemaid,divorced,secondary,0,70,0,0,cellular,27,oct,255,3,148,1,success,1
4011,28,blue-collar,single,secondary,0,2700,0,0,cellular,3,feb,337,4,-1,0,nao_informado,0
4012,41,technician,married,secondary,0,1602,1,0,cellular,2,jun,142,1,-1,0,nao_informado,0
4013,30,admin.,married,tertiary,0,0,1,0,cellular,24,jul,209,2,-1,0,nao_informado,0
4014,39,technician,married,nao_informado,0,839,0,0,nao_informado,30,may,825,2,-1,0,nao_informado,0
4015,41,admin.,married,secondary,0,21515,1,0,nao_informado,5,jun,87,1,-1,0,nao_informado,0
4016,36,technician,married,secondary,0,5902,1,0,nao_informado,23,may,219,4,-1,0,nao_informado,0
4017,37,management,married,tertiary,0,547,1,1,nao_informado,21,may,143,1,-1,0,nao_informado,0
4018,59,self-employed,married,tertiary,0,3800,0,1,cellular,9,jul,70,1,-1,0,nao_informado,0
4019,26,technician,single,secondary,0,261,1,0,nao_informado,27,may,371,2,-1,0,nao_informado,0
4020,43,technician,married,secondary,0,0,1,1,cellular,4,feb,539,8,204,5,failure,0
4021,42,management,married,secondary,1,-34,0,0,cellular,5,feb,176,1,-1,0,nao_informado,0
4022,46,blue-collar,married,nao_informado,0,9328,1,0,cellular,5,may,725,3,-1,0,nao_informado,1
4023,31,admin.,married,secondary,0,5,1,1,cellular,16,jul,101,7,-1,0,nao_informado,0
4024,43,unemployed,married,secondary,0,3529,0,0,cellular,5,feb,169,2,-1,0,nao_informado,0
4025,48,blue-collar,single,tertiary,0,2330,1,0,nao_informado,4,jun,15,1,-1,0,nao_informado,0
4026,41,blue-collar,married,secondary,0,1334,1,0,cellular,20,apr,234,5,-1,0,nao_informado,0
4027,32,self-employed,married,tertiary,0,3601,0,0,cellular,22,aug,171,15,-1,0,nao_informado,0
4028,45,technician,married,tertiary,0,265,0,0,cellular,28,aug,14,3,-1,0,nao_informado,0
4029,52,admin.,single,nao_informado,0,2227,0,0,cellular,24,feb,242,2,-1,0,nao_informado,1
4030,37,self-employed,married,secondary,0,487,0,1,cellular,27,aug,155,15,-1,0,nao_informado,0
4031,38,blue-collar,divorced,secondary,0,0,1,0,cellular,11,may,580,1,173,1,failure,0
4032,36,services,single,secondary,0,174,1,0,nao_informado,7,may,223,2,-1,0,nao_informado,0
4033,58,retired,married,secondary,0,14412,0,0,cellular,18,nov,297,1,-1,0,nao_informado,0
4034,37,management,married,tertiary,0,3288,0,0,cellular,8,aug,124,2,-1,0,nao_informado,0
4035,30,technician,single,secondary,0,57,0,0,cellular,2,feb,465,2,-1,0,nao_informado,0
4036,47,technician,married,secondary,0,2246,1,0,cellular,10,jul,330,1,-1,0,nao_informado,0
4037,40,technician,married,secondary,0,4441,1,0,cellular,20,nov,153,2,183,2,failure,0
4038,42,management,divorced,tertiary,0,0,0,0,nao_informado,19,may,131,2,-1,0,nao_informado,0
4039,71,nao_informado,married,tertiary,0,353,0,0,cellular,27,jan,208,1,93,2,failure,0
4040,54,blue-collar,married,secondary,0,448,1,1,cellular,5,aug,98,1,-1,0,nao_informado,0
4041,53,entrepreneur,married,primary,0,27,1,0,telephone,10,sep,230,3,-1,0,nao_informado,1
4042,33,blue-collar,divorced,secondary,0,474,0,0,cellular,22,jul,400,2,-1,0,nao_informado,0
4043,30,technician,single,tertiary,0,1185,1,0,cellular,30,apr,284,1,339,1,failure,0
4044,39,services,divorced,secondary,0,282,1,0,cellular,17,jul,243,1,-1,0,nao_informado,0
4045,32,blue-collar,married,secondary,0,2,1,0,cellular,15,may,16,9,309,1,failure,0
4046,34,technician,single,secondary,0,60,0,0,cellular,7,aug,274,2,-1,0,nao_informado,0
4047,39,self-employed,single,tertiary,0,3972,0,0,cellular,30,jul,122,3,-1,0,nao_informado,0
4048,75,retired,married,secondary,0,26452,0,0,telephone,15,jul,219,2,-1,0,nao_informado,0
4049,33,admin.,divorced,secondary,0,818,1,1,cellular,16,apr,301,3,-1,0,nao_informado,0
4050,40,services,married,secondary,0,9374,1,0,cellular,21,nov,7,8,185,1,failure,0
4051,37,technician,married,nao_informado,0,47,0,0,nao_informado,19,jun,374,3,-1,0,nao_informado,0
4052,69,retired,married,primary,0,279,0,0,telephone,12,aug,26,1,-1,0,nao_informado,0
4053,52,unemployed,married,primary,0,20,1,0,telephone,28,jan,172,1,-1,0,nao_informado,0
4054,31,admin.,divorced,secondary,0,360,0,0,cellular,15,may,332,1,297,2,other,0
4055,28,technician,single,secondary,0,1532,0,0,cellular,22,may,253,1,107,5,failure,0
4056,29,management,single,tertiary,0,1673,0,0,cellular,16,aug,200,2,159,3,other,0
4057,46,services,married,secondary,0,2420,0,0,cellular,19,nov,405,2,-1,0,nao_informado,0
4058,28,blue-collar,married,secondary,0,100,1,1,nao_informado,27,may,132,2,-1,0,nao_informado,0
4059,41,admin.,married,secondary,0,0,0,0,nao_informado,20,jun,89,1,-1,0,nao_informado,0
4060,42,technician,divorced,secondary,0,1533,0,1,cellular,5,aug,86,1,-1,0,nao_informado,0
4061,34,admin.,single,secondary,0,296,0,0,cellular,7,jul,147,4,-1,0,nao_informado,0
4062,28,blue-collar,married,secondary,0,2788,1,0,nao_informado,6,jun,369,2,-1,0,nao_informado,1
4063,43,management,single,secondary,0,109,1,0,nao_informado,27,may,64,3,-1,0,nao_informado,0
4064,32,technician,married,secondary,0,485,0,0,cellular,26,aug,98,14,-1,0,nao_informado,0
4065,33,technician,single,tertiary,0,125,0,0,telephone,29,aug,66,2,-1,0,nao_informado,0
4066,70,retired,married,secondary,0,616,0,0,cellular,27,apr,149,2,182,1,failure,0
4067,36,services,married,secondary,0,3064,1,0,telephone,26,aug,240,3,107,4,failure,0
4068,53,technician,married,secondary,0,206,0,0,cellular,26,aug,87,6,-1,0,nao_informado,0
4069,30,blue-collar,single,secondary,0,6900,0,0,cellular,21,nov,816,1,-1,0,nao_informado,0
4070,45,services,divorced,secondary,0,-179,0,0,nao_informado,3,jul,155,2,-1,0,nao_informado,0
4071,31,services,single,secondary,0,481,1,0,cellular,20,nov,106,2,183,2,failure,0
4072,28,admin.,married,secondary,0,12,1,0,cellular,30,jan,73,3,256,3,other,0
4073,45,blue-collar,married,primary,0,0,0,0,nao_informado,23,may,574,5,-1,0,nao_informado,0
4074,51,management,married,tertiary,0,176,1,1,nao_informado,1,jun,8,1,687,2,failure,0
4075,53,management,married,primary,0,4086,0,0,nao_informado,20,jun,14,3,-1,0,nao_informado,0
4076,40,technician,married,secondary,0,257,1,0,nao_informado,16,may,731,4,-1,0,nao_informado,0
4077,53,blue-collar,married,primary,0,53,1,0,cellular,7,apr,208,1,140,1,failure,0
4078,31,blue-collar,divorced,secondary,0,6,1,0,cellular,29,jan,821,1,-1,0,nao_informado,0
4079,30,management,married,tertiary,0,562,0,0,cellular,21,aug,137,4,-1,0,nao_informado,0
4080,53,entrepreneur,married,secondary,0,-118,1,0,nao_informado,9,may,101,3,-1,0,nao_informado,0
4081,40,blue-collar,married,primary,0,2805,1,0,cellular,14,may,173,6,353,23,failure,0
4082,26,management,single,secondary,0,565,1,0,nao_informado,6,jun,582,11,-1,0,nao_informado,0
4083,47,blue-collar,married,secondary,0,0,1,0,cellular,21,jul,676,1,-1,0,nao_informado,0
4084,51,management,married,tertiary,0,1612,0,0,cellular,16,mar,384,1,182,5,failure,0
4085,45,unemployed,married,primary,0,180,1,1,nao_informado,27,may,62,2,-1,0,nao_informado,0
4086,35,management,married,tertiary,0,0,1,0,cellular,21,jul,295,3,-1,0,nao_informado,0
4087,36,management,single,tertiary,0,876,1,0,nao_informado,23,may,241,2,-1,0,nao_informado,0
4088,57,admin.,married,secondary,0,2137,0,0,telephone,8,jul,132,7,-1,0,nao_informado,0
4089,42,blue-collar,married,primary,0,260,1,0,telephone,31,jul,175,2,-1,0,nao_informado,0
4090,32,blue-collar,married,secondary,1,-53,1,0,cellular,16,apr,648,1,272,1,other,1
4091,30,management,married,tertiary,0,944,0,0,cellular,29,oct,251,2,-1,0,nao_informado,1
4092,36,technician,married,secondary,0,2394,0,0,cellular,14,aug,184,2,-1,0,nao_informado,0
4093,43,technician,married,secondary,0,297,1,0,cellular,14,oct,119,3,-1,0,nao_informado,0
4094,69,retired,single,tertiary,0,2144,0,0,cellular,29,jul,417,1,184,4,success,1
4095,31,technician,single,tertiary,0,969,0,0,cellular,15,jun,95,1,-1,0,nao_informado,0
4096,35,technician,married,secondary,0,0,0,0,cellular,14,jul,125,2,-1,0,nao_informado,0
4097,26,entrepreneur,married,tertiary,0,37,1,1,cellular,6,may,207,1,363,2,failure,0
4098,46,technician,married,secondary,0,410,0,1,cellular,21,nov,162,5,-1,0,nao_informado,0
4099,30,technician,married,secondary,0,1211,1,0,cellular,18,may,176,1,-1,0,nao_informado,0
4100,33,management,single,tertiary,0,71,0,0,cellular,22,aug,107,6,-1,0,nao_informado,0
4101,34,management,married,tertiary,0,436,1,0,cellular,17,apr,28,1,345,1,failure,0
4102,48,blue-collar,married,primary,0,559,1,0,nao_informado,15,may,1231,2,-1,0,nao_informado,0
4103,31,management,married,tertiary,0,1170,0,0,cellular,20,aug,200,4,-1,0,nao_informado,0
4104,46,management,divorced,tertiary,0,25,0,0,nao_informado,26,may,103,2,-1,0,nao_informado,0
4105,40,services,married,secondary,0,1325,0,0,nao_informado,11,jun,150,2,-1,0,nao_informado,0
4106,39,entrepreneur,married,secondary,0,0,0,0,cellular,21,nov,108,7,-1,0,nao_informado,0
4107,33,technician,single,secondary,0,647,1,1,cellular,4,feb,124,1,273,1,other,0
4108,50,blue-collar,married,primary,0,2142,1,0,cellular,29,jan,309,2,224,1,other,0
4109,84,retired,divorced,primary,0,639,0,0,telephone,18,may,353,3,-1,0,nao_informado,1
4110,40,blue-collar,married,primary,0,177,1,1,telephone,21,jul,742,4,-1,0,nao_informado,0
4111,55,management,married,tertiary,0,236,0,0,cellular,4,aug,200,1,-1,0,nao_informado,0
4112,40,services,divorced,secondary,0,1959,1,0,nao_informado,30,may,177,1,-1,0,nao_informado,0
4113,46,admin.,married,primary,0,96,0,0,telephone,4,feb,151,2,-1,0,nao_informado,0
4114,43,self-employed,single,tertiary,0,0,0,0,nao_informado,19,jun,147,1,-1,0,nao_informado,0
4115,34,blue-collar,married,secondary,0,250,1,0,nao_informado,29,may,193,6,-1,0,nao_informado,0
4116,35,technician,single,secondary,0,126,0,0,cellular,22,aug,112,2,-1,0,nao_informado,0
4117,57,retired,married,nao_informado,0,1621,1,0,nao_informado,19,jun,108,1,-1,0,nao_informado,0
4118,25,student,single,secondary,0,8,0,0,cellular,22,apr,107,2,-1,0,nao_informado,1
4119,32,self-employed,married,tertiary,0,189,1,0,nao_informado,6,jun,106,2,-1,0,nao_informado,0
4120,52,retired,single,secondary,0,316,0,0,cellular,12,may,463,3,-1,0,nao_informado,0
4121,31,self-employed,single,tertiary,1,-282,1,0,cellular,20,nov,131,3,-1,0,nao_informado,0
4122,34,management,married,tertiary,0,-308,1,0,cellular,30,apr,140,2,-1,0,nao_informado,0
4123,42,technician,divorced,secondary,0,248,0,0,cellular,19,aug,163,4,-1,0,nao_informado,0
4124,47,blue-collar,divorced,primary,0,126,1,0,nao_informado,3,jun,2456,2,-1,0,nao_informado,1
4125,50,self-employed,divorced,tertiary,0,13,1,0,cellular,20,apr,76,1,-1,0,nao_informado,1
4126,30,technician,married,secondary,0,-393,1,1,cellular,16,jul,435,1,-1,0,nao_informado,1
4127,33,services,single,secondary,0,358,1,0,cellular,7,may,302,1,356,3,failure,0
4128,56,technician,single,tertiary,0,917,0,0,nao_informado,9,jun,306,1,-1,0,nao_informado,0
4129,34,admin.,divorced,secondary,0,1268,1,0,cellular,15,may,259,3,-1,0,nao_informado,0
4130,33,technician,married,secondary,0,-163,1,1,cellular,8,aug,502,2,-1,0,nao_informado,0
4131,32,management,single,tertiary,0,473,1,0,cellular,11,may,72,2,361,1,other,0
4132,34,management,married,tertiary,0,4831,1,0,cellular,4,feb,265,1,-1,0,nao_informado,0
4133,37,technician,married,secondary,0,1063,1,0,cellular,31,jul,413,2,-1,0,nao_informado,0
4134,30,management,married,secondary,0,0,1,0,cellular,12,may,756,3,-1,0,nao_informado,0
4135,29,blue-collar,married,secondary,0,424,1,1,nao_informado,14,may,241,2,-1,0,nao_informado,0
4136,56,unemployed,divorced,primary,0,802,0,0,telephone,3,feb,258,2,-1,0,nao_informado,0
4137,31,management,married,tertiary,0,430,1,0,cellular,25,jul,137,16,-1,0,nao_informado,0
4138,59,nao_informado,married,nao_informado,0,3940,0,0,nao_informado,5,jun,48,2,-1,0,nao_informado,0
4139,36,housemaid,married,secondary,0,2880,0,0,nao_informado,12,jun,283,1,-1,0,nao_informado,0
4140,51,blue-collar,divorced,secondary,0,1069,1,0,nao_informado,30,may,247,2,-1,0,nao_informado,0
4141,54,self-employed,divorced,primary,0,4382,1,0,telephone,18,may,193,4,-1,0,nao_informado,0
4142,37,management,married,tertiary,0,0,0,0,cellular,11,mar,129,4,107,2,failure,0
4143,32,technician,married,tertiary,0,3939,0,0,cellular,8,aug,209,2,-1,0,nao_informado,0
4144,42,self-employed,married,tertiary,0,753,0,0,nao_informado,17,jun,31,1,-1,0,nao_informado,0
4145,29,blue-collar,married,secondary,0,358,0,0,cellular,21,jul,88,5,-1,0,nao_informado,0
4146,52,blue-collar,married,primary,0,1141,1,0,cellular,12,may,22,5,-1,0,nao_informado,0
4147,40,technician,married,secondary,0,1259,0,0,nao_informado,20,may,234,5,-1,0,nao_informado,0
4148,30,services,married,secondary,0,227,0,1,nao_informado,3,jun,23,1,-1,0,nao_informado,0
4149,55,entrepreneur,divorced,secondary,0,538,1,0,cellular,7,aug,353,2,-1,0,nao_informado,1
4150,49,management,married,tertiary,0,92,1,0,nao_informado,6,may,221,2,-1,0,nao_informado,0
4151,33,technician,married,tertiary,0,8023,0,0,cellular,25,feb,196,1,87,4,failure,0
4152,32,services,single,secondary,0,2478,0,1,cellular,20,nov,395,1,-1,0,nao_informado,0
4153,21,student,single,secondary,0,6844,0,0,cellular,14,aug,126,3,127,7,other,0
4154,42,technician,married,secondary,0,440,1,0,cellular,3,feb,13,5,-1,0,nao_informado,0
4155,56,self-employed,married,secondary,0,800,0,1,cellular,9,jul,170,1,-1,0,nao_informado,0
4156,39,nao_informado,single,secondary,0,914,0,0,nao_informado,5,jun,20,1,-1,0,nao_informado,0
4157,30,entrepreneur,single,secondary,0,638,0,0,cellular,14,jul,358,6,-1,0,nao_informado,0
4158,55,retired,married,secondary,0,159,0,0,cellular,28,aug,159,1,-1,0,nao_informado,0
4159,43,blue-collar,married,primary,0,483,1,0,cellular,12,may,225,3,-1,0,nao_informado,0
4160,53,unemployed,married,secondary,0,94,0,0,cellular,10,aug,493,1,181,14,success,1
4161,57,retired,married,secondary,0,1044,0,0,telephone,11,jan,585,1,192,2,success,1
4162,39,self-employed,single,nao_informado,0,0,0,0,nao_informado,20,jun,13,11,-1,0,nao_informado,0
4163,56,technician,divorced,tertiary,0,401,1,0,telephone,20,nov,26,1,-1,0,nao_informado,0
4164,29,services,single,nao_informado,0,33,0,0,nao_informado,1,jul,161,1,-1,0,nao_informado,0
4165,38,blue-collar,married,primary,0,506,1,1,nao_informado,12,jun,122,1,-1,0,nao_informado,0
4166,59,management,married,tertiary,0,1881,0,0,cellular,19,nov,456,2,-1,0,nao_informado,0
4167,42,technician,single,nao_informado,0,344,1,0,nao_informado,3,jun,26,7,-1,0,nao_informado,0
4168,46,blue-collar,married,primary,0,0,1,0,nao_informado,12,may,51,9,-1,0,nao_informado,0
4169,31,admin.,married,secondary,0,3,1,0,cellular,28,jul,37,12,-1,0,nao_informado,0
4170,35,services,divorced,secondary,0,221,1,0,cellular,14,may,150,1,360,1,failure,0
4171,50,self-employed,married,secondary,0,36,0,0,cellular,13,aug,104,10,-1,0,nao_informado,0
4172,42,blue-collar,married,primary,0,969,1,0,cellular,13,may,721,1,-1,0,nao_informado,0
4173,36,services,single,secondary,0,760,0,0,nao_informado,20,jun,9,13,-1,0,nao_informado,0
4174,25,admin.,single,tertiary,0,220,0,0,cellular,26,may,68,1,-1,0,nao_informado,0
4175,42,management,single,tertiary,0,10907,0,0,cellular,4,may,74,3,-1,0,nao_informado,0
4176,27,student,single,tertiary,0,-148,1,0,cellular,11,sep,146,3,224,1,other,0
4177,32,blue-collar,married,primary,0,415,1,0,nao_informado,2,jun,777,4,-1,0,nao_informado,1
4178,57,management,married,tertiary,0,1341,1,0,nao_informado,8,may,339,2,-1,0,nao_informado,0
4179,48,blue-collar,married,secondary,0,865,1,0,cellular,13,may,78,2,-1,0,nao_informado,0
4180,34,blue-collar,divorced,secondary,0,-566,1,0,nao_informado,26,may,248,2,-1,0,nao_informado,0
4181,33,services,married,secondary,0,210,1,1,nao_informado,20,may,201,1,-1,0,nao_informado,0
4182,26,technician,single,secondary,0,1275,1,0,nao_informado,20,jun,18,9,-1,0,nao_informado,0
4183,50,blue-collar,married,secondary,0,579,0,0,cellular,26,aug,83,4,-1,0,nao_informado,0
4184,60,technician,single,tertiary,0,2934,0,0,cellular,8,aug,233,2,-1,0,nao_informado,0
4185,47,management,married,tertiary,0,6637,1,0,cellular,17,apr,174,2,-1,0,nao_informado,0
4186,31,management,married,tertiary,0,271,0,0,cellular,18,nov,89,1,-1,0,nao_informado,0
4187,52,technician,married,tertiary,0,0,0,0,cellular,9,aug,145,3,94,4,success,0
4188,36,services,married,secondary,0,472,1,0,nao_informado,19,jun,1017,1,-1,0,nao_informado,0
4189,43,blue-collar,married,primary,0,487,1,0,nao_informado,7,may,548,2,-1,0,nao_informado,0
4190,30,technician,single,tertiary,0,699,1,0,cellular,11,aug,213,4,-1,0,nao_informado,0
4191,32,blue-collar,married,secondary,0,150,0,0,cellular,5,feb,210,1,-1,0,nao_informado,0
4192,31,management,single,tertiary,0,1130,1,0,cellular,17,apr,224,3,74,4,failure,0
4193,29,management,single,secondary,0,584,1,0,nao_informado,16,jun,541,19,-1,0,nao_informado,0
4194,48,services,divorced,secondary,0,3186,0,1,cellular,9,apr,104,1,-1,0,nao_informado,0
4195,32,services,single,secondary,0,133,0,0,cellular,15,apr,171,1,-1,0,nao_informado,1
4196,30,housemaid,single,tertiary,0,868,0,0,cellular,7,aug,387,2,-1,0,nao_informado,0
4197,48,blue-collar,married,secondary,0,480,1,0,cellular,15,may,830,1,352,2,failure,1
4198,51,blue-collar,married,nao_informado,0,1883,1,0,nao_informado,5,may,57,1,-1,0,nao_informado,0
4199,34,management,married,tertiary,0,606,0,0,cellular,20,apr,97,1,-1,0,nao_informado,1
4200,35,blue-collar,married,secondary,0,603,1,0,cellular,17,apr,474,2,-1,0,nao_informado,0
4201,49,management,single,primary,0,548,0,0,telephone,31,jul,115,6,-1,0,nao_informado,0
4202,36,unemployed,married,secondary,0,-872,1,1,cellular,20,nov,153,1,183,1,failure,0
4203,37,blue-collar,divorced,secondary,0,33,1,0,cellular,20,nov,106,2,167,1,failure,0
4204,37,management,married,tertiary,0,1689,1,0,nao_informado,29,may,645,2,-1,0,nao_informado,0
4205,49,blue-collar,married,primary,0,902,0,0,nao_informado,9,jun,210,2,-1,0,nao_informado,0
4206,44,services,divorced,secondary,0,0,1,1,nao_informado,13,may,97,1,-1,0,nao_informado,0
4207,40,student,married,secondary,0,260,0,0,cellular,19,nov,52,1,152,6,failure,0
4208,57,technician,married,secondary,0,589,1,0,cellular,2,feb,223,1,76,4,failure,0
4209,39,technician,married,secondary,0,626,1,0,cellular,11,may,126,2,-1,0,nao_informado,0
4210,38,services,married,secondary,0,0,0,1,cellular,16,jul,1473,6,-1,0,nao_informado,0
4211,51,blue-collar,divorced,secondary,0,78,1,0,nao_informado,27,may,723,2,-1,0,nao_informado,0
4212,27,blue-collar,single,secondary,0,3792,0,0,cellular,22,apr,279,2,-1,0,nao_informado,1
4213,38,blue-collar,single,tertiary,0,14058,0,0,telephone,17,jul,293,20,-1,0,nao_informado,0
4214,30,technician,single,secondary,0,-522,1,1,cellular,5,may,670,2,286,6,failure,1
4215,36,student,single,nao_informado,0,386,0,0,nao_informado,18,jun,359,2,-1,0,nao_informado,0
4216,37,unemployed,married,secondary,0,1978,0,0,cellular,9,sep,404,1,182,1,success,1
4217,53,admin.,married,secondary,0,459,0,0,cellular,14,oct,317,6,192,1,success,0
4218,38,unemployed,married,tertiary,0,2812,1,0,cellular,30,apr,830,1,-1,0,nao_informado,1
4219,48,management,married,tertiary,0,5057,0,1,cellular,19,nov,37,1,-1,0,nao_informado,0
4220,26,housemaid,married,secondary,0,-759,1,0,cellular,11,jul,191,1,-1,0,nao_informado,0
4221,33,blue-collar,single,secondary,0,-416,1,0,nao_informado,16,may,767,2,-1,0,nao_informado,1
4222,47,technician,married,nao_informado,0,2106,1,0,nao_informado,6,may,168,1,-1,0,nao_informado,0
4223,45,management,divorced,tertiary,0,220,1,0,nao_informado,18,jun,89,4,-1,0,nao_informado,0
4224,32,blue-collar,divorced,secondary,0,0,1,0,nao_informado,2,jun,746,2,-1,0,nao_informado,0
4225,69,retired,married,nao_informado,0,426,0,0,telephone,9,mar,225,1,90,1,success,1
4226,65,nao_informado,married,nao_informado,0,4717,0,0,telephone,6,aug,256,1,-1,0,nao_informado,1
4227,37,blue-collar,married,secondary,0,395,1,0,nao_informado,6,may,219,2,-1,0,nao_informado,0
4228,45,blue-collar,divorced,primary,0,0,1,0,cellular,21,jul,211,2,-1,0,nao_informado,0
4229,36,blue-collar,married,secondary,0,-206,1,0,nao_informado,8,may,177,2,-1,0,nao_informado,0
4230,62,self-employed,divorced,tertiary,0,6,1,0,cellular,13,oct,216,1,183,4,success,1
4231,37,management,married,tertiary,0,4039,0,1,cellular,25,jul,106,2,-1,0,nao_informado,0
4232,39,services,divorced,secondary,0,687,1,0,cellular,9,jul,869,1,-1,0,nao_informado,1
4233,38,technician,single,secondary,0,-242,1,0,cellular,18,may,1173,3,278,6,success,1
4234,31,management,married,tertiary,0,582,1,0,cellular,15,jul,58,2,-1,0,nao_informado,0
4235,58,blue-collar,divorced,primary,0,8218,1,0,cellular,31,jul,124,10,-1,0,nao_informado,0
4236,44,management,single,tertiary,0,1424,1,0,cellular,8,aug,201,2,-1,0,nao_informado,0
4237,31,blue-collar,married,secondary,0,92,1,0,nao_informado,16,may,688,1,-1,0,nao_informado,1
4238,33,technician,single,secondary,0,2085,0,0,cellular,9,feb,501,2,-1,0,nao_informado,1
4239,36,technician,single,tertiary,0,197,0,0,cellular,30,apr,260,1,-1,0,nao_informado,1
4240,31,technician,single,secondary,0,2305,0,0,cellular,4,aug,139,1,-1,0,nao_informado,0
4241,45,admin.,married,secondary,0,-547,1,0,nao_informado,3,jun,214,2,-1,0,nao_informado,0
4242,30,technician,single,tertiary,0,411,0,0,cellular,21,apr,142,1,-1,0,nao_informado,0
4243,34,blue-collar,married,secondary,0,584,1,0,cellular,18,jul,154,2,-1,0,nao_informado,0
4244,34,management,married,tertiary,0,997,1,1,cellular,21,nov,81,1,-1,0,nao_informado,0
4245,39,admin.,divorced,secondary,0,83,1,0,cellular,30,jul,69,6,-1,0,nao_informado,0
4246,41,management,married,tertiary,0,6563,0,0,cellular,27,aug,136,8,-1,0,nao_informado,0
4247,32,services,single,secondary,0,0,1,0,cellular,31,jul,99,13,-1,0,nao_informado,0
4248,32,management,single,tertiary,0,0,0,0,cellular,21,nov,9,6,-1,0,nao_informado,0
4249,36,blue-collar,married,primary,0,398,1,0,nao_informado,12,jun,278,1,-1,0,nao_informado,0
4250,35,admin.,married,tertiary,0,1145,1,0,cellular,2,feb,82,2,-1,0,nao_informado,0
4251,32,management,single,tertiary,0,2,1,0,cellular,11,sep,100,2,-1,0,nao_informado,1
4252,33,management,single,tertiary,0,201,1,0,cellular,19,nov,171,1,183,1,failure,0
4253,49,entrepreneur,married,primary,0,563,0,0,nao_informado,19,jun,84,1,-1,0,nao_informado,0
4254,35,management,married,tertiary,0,3161,0,0,cellular,8,aug,433,2,-1,0,nao_informado,0
4255,31,technician,married,secondary,0,0,0,1,cellular,15,jul,624,6,-1,0,nao_informado,0
4256,42,management,married,secondary,0,1331,0,0,cellular,23,jul,698,2,-1,0,nao_informado,0
4257,34,housemaid,married,primary,0,2929,0,0,cellular,14,aug,518,2,-1,0,nao_informado,1
4258,32,services,married,secondary,1,-220,1,1,cellular,25,jul,123,2,-1,0,nao_informado,0
4259,29,management,single,tertiary,0,5980,1,0,nao_informado,28,may,317,1,-1,0,nao_informado,0
4260,32,services,single,secondary,0,48,1,0,cellular,20,apr,8,3,-1,0,nao_informado,0
4261,50,housemaid,single,nao_informado,0,0,0,0,telephone,28,jul,118,8,-1,0,nao_informado,0
4262,58,retired,married,secondary,0,3382,0,1,cellular,28,may,294,2,309,2,failure,0
4263,59,technician,married,secondary,0,2308,0,0,cellular,30,apr,815,1,87,1,other,1
4264,25,student,married,tertiary,0,10,1,0,cellular,21,jul,857,4,-1,0,nao_informado,1
4265,57,services,married,secondary,0,162,1,0,nao_informado,5,may,174,1,-1,0,nao_informado,0
4266,30,blue-collar,single,secondary,0,1073,1,0,cellular,5,may,1130,4,-1,0,nao_informado,0
4267,26,services,single,secondary,0,1700,1,0,cellular,7,may,13,5,-1,0,nao_informado,0
4268,50,services,single,primary,0,148,1,0,nao_informado,7,may,198,2,-1,0,nao_informado,0
4269,39,services,married,secondary,0,0,1,0,cellular,8,may,503,1,-1,0,nao_informado,0
4270,45,blue-collar,married,primary,0,185,1,0,cellular,29,jan,249,3,-1,0,nao_informado,0
4271,37,management,divorced,tertiary,0,896,0,1,cellular,14,aug,343,2,-1,0,nao_informado,0
4272,47,blue-collar,divorced,primary,0,1279,1,0,cellular,6,feb,479,2,-1,0,nao_informado,0
